postcode,no of collectors,avg streets,new coll ratio,total collected,total donated,total received,avg collected,avg donated,avg received,avg coll age,no weekends,prof ratio,no prof coll
6947,1,1.00,1.00,35.00,0.00,35.00,35.00,0.00,35.00,,3,0.00,1
6951,2,1.00,0.50,550.00,0.00,550.00,275.00,0.00,275.00,78.00,3,1.00,2
6952,1,1.00,1.00,40.00,20.00,60.00,40.00,20.00,60.00,70.00,3,0.00,1
6953,5,1.00,0.80,140.00,100.00,240.00,28.00,20.00,48.00,71.00,3,0.60,5
6956,1,1.00,1.00,300.00,0.00,300.00,300.00,0.00,300.00,65.00,3,1.00,1
6959,1,1.00,0.00,82.20,0.00,82.20,82.20,0.00,82.20,60.00,3,1.00,1
6966,1,8.00,1.00,77.00,0.00,77.00,77.00,0.00,77.00,,3,1.00,1
6968,2,1.00,0.50,127.00,0.00,127.00,63.50,0.00,63.50,67.00,3,0.00,2
6970,1,1.00,1.00,20.00,0.00,20.00,20.00,0.00,20.00,,3,0.00,1
6981,3,1.00,1.00,186.50,0.00,186.50,62.17,0.00,62.17,,3,0.33,3
6985,1,1.00,1.00,35.00,0.00,35.00,35.00,0.00,35.00,,3,0.00,1
6990,1,1.00,1.00,34.00,0.00,34.00,34.00,0.00,34.00,,3,0.00,1
7000,52,1.27,0.54,3956.15,209.00,4165.15,76.08,4.02,80.10,61.64,4,0.33,52
7004,29,1.28,0.69,2718.95,500.00,3218.95,93.76,17.24,111.00,61.95,4,0.69,29
7005,52,1.37,0.62,4356.55,240.00,4596.55,83.78,4.62,88.40,66.85,4,0.48,52
7006,2,1.00,0.00,148.00,0.00,148.00,74.00,0.00,74.00,,4,0.50,2
7007,10,1.30,0.50,730.40,40.00,770.40,73.04,4.00,77.04,67.33,4,0.50,10
7008,51,1.25,0.49,3590.80,241.50,3832.30,70.41,4.74,75.14,57.52,4,0.45,51
7009,38,1.29,0.71,2436.45,200.00,2636.45,64.12,5.26,69.38,65.40,4,0.39,38
7010,51,1.20,0.59,3250.35,13.00,3263.35,63.73,0.25,63.99,69.42,4,0.25,51
7011,45,1.33,0.44,2422.15,21.00,2443.15,53.83,0.47,54.29,61.38,4,0.18,45
7012,1,1.00,1.00,35.00,0.00,35.00,35.00,0.00,35.00,71.00,4,0.00,1
7015,41,1.32,0.56,2805.10,95.00,2900.10,68.42,2.32,70.73,58.75,4,0.29,41
7016,2,1.00,0.00,160.45,0.00,160.45,80.23,0.00,80.23,60.50,4,0.50,2
7017,9,1.33,0.44,562.70,10.00,572.70,62.52,1.11,63.63,54.86,4,0.22,9
7018,70,1.23,0.60,4824.05,190.00,5014.05,68.92,2.71,71.63,66.18,4,0.39,70
7019,21,1.38,0.71,1133.60,40.00,1173.60,53.98,1.90,55.89,60.25,4,0.29,21
7020,4,1.00,1.00,198.85,25.00,223.85,49.71,6.25,55.96,54.50,4,0.25,4
7021,8,1.00,1.00,394.25,0.00,394.25,49.28,0.00,49.28,61.60,4,0.13,8
7022,5,1.60,0.60,413.65,0.00,413.65,82.73,0.00,82.73,60.00,4,0.60,5
7023,6,1.00,0.83,288.00,10.00,298.00,48.00,1.67,49.67,66.75,4,0.17,6
7024,1,1.00,1.00,120.80,10.00,130.80,120.80,10.00,130.80,74.00,4,1.00,1
7025,7,1.71,0.29,552.00,170.00,722.00,78.86,24.29,103.14,64.25,4,0.71,7
7030,23,1.13,0.61,1416.05,250.00,1666.05,61.57,10.87,72.44,68.50,4,0.30,23
7050,56,1.20,0.55,3853.95,125.00,3978.95,68.82,2.23,71.05,61.43,4,0.36,56
7051,1,4.00,1.00,150.00,0.00,150.00,150.00,0.00,150.00,69.00,4,1.00,1
7052,52,1.37,0.67,2953.50,40.00,2993.50,56.80,0.77,57.57,57.24,4,0.21,52
7053,25,1.24,0.64,2311.35,115.00,2426.35,92.45,4.60,97.05,66.60,4,0.52,25
7054,29,1.21,0.69,2062.30,232.55,2294.85,71.11,8.02,79.13,62.38,4,0.48,29
7055,3,1.00,0.67,138.00,0.00,138.00,46.00,0.00,46.00,65.00,4,0.00,3
7109,11,1.18,0.55,587.70,110.00,697.70,53.43,10.00,63.43,62.67,4,0.36,11
7112,5,1.80,0.60,377.10,0.00,377.10,75.42,0.00,75.42,67.00,4,0.60,5
7113,3,1.00,0.67,120.40,20.00,140.40,40.13,6.67,46.80,74.50,4,0.00,3
7116,2,1.00,0.50,0.00,40.00,40.00,0.00,20.00,20.00,,4,0.00,2
7117,3,1.00,0.33,262.90,0.00,262.90,87.63,0.00,87.63,73.00,4,0.67,3
7120,4,1.50,0.50,204.00,0.00,204.00,51.00,0.00,51.00,52.00,4,0.25,4
7140,25,1.28,0.52,1654.65,10.10,1664.75,66.19,0.40,66.59,64.44,4,0.28,25
7150,2,1.00,1.00,347.40,0.00,347.40,173.70,0.00,173.70,80.00,4,1.00,2
7155,5,1.00,0.80,352.00,0.00,352.00,70.40,0.00,70.40,67.00,4,0.40,5
7162,1,3.00,0.00,95.00,10.00,105.00,95.00,10.00,105.00,68.00,4,1.00,1
7170,28,1.39,0.75,1839.70,113.40,1953.10,65.70,4.05,69.75,63.79,4,0.43,28
7171,5,1.00,0.00,200.85,25.00,225.85,40.17,5.00,45.17,60.50,4,0.20,5
7172,1,1.00,1.00,25.00,0.00,25.00,25.00,0.00,25.00,63.00,4,0.00,1
7173,15,1.60,0.80,840.50,270.00,1110.50,56.03,18.00,74.03,69.14,4,0.40,15
7184,2,1.50,0.50,60.15,0.00,60.15,30.08,0.00,30.08,70.00,4,0.00,2
7190,12,1.33,0.50,689.10,196.00,885.10,57.43,16.33,73.76,71.33,4,0.33,12
7209,3,1.67,0.33,365.50,10.00,375.50,121.83,3.33,125.17,69.00,4,0.67,3
7210,4,1.25,0.50,241.20,20.00,261.20,60.30,5.00,65.30,69.00,4,0.50,4
7212,8,1.38,0.75,339.00,175.00,514.00,42.38,21.88,64.25,64.20,4,0.38,8
7213,2,2.00,0.50,117.00,0.00,117.00,58.50,0.00,58.50,,4,0.50,2
7214,3,3.67,1.00,114.00,0.00,114.00,38.00,0.00,38.00,65.00,4,0.00,3
7215,14,1.00,0.43,1100.40,20.00,1120.40,78.60,1.43,80.03,64.22,4,0.36,14
7216,11,1.09,0.36,676.65,50.00,726.65,61.51,4.55,66.06,72.00,4,0.36,11
7248,35,1.11,0.43,2274.90,50.00,2324.90,65.00,1.43,66.43,63.31,4,0.26,35
7249,59,1.31,0.56,3784.15,75.00,3859.15,64.14,1.27,65.41,63.40,4,0.36,59
7250,211,1.41,0.58,16148.20,596.00,16744.20,76.53,2.82,79.36,64.29,4,0.44,211
7252,4,1.00,0.75,257.00,50.00,307.00,64.25,12.50,76.75,65.50,4,0.50,4
7253,14,1.43,0.57,932.80,0.00,932.80,66.63,0.00,66.63,63.00,4,0.14,14
7255,2,2.00,0.50,360.00,0.00,360.00,180.00,0.00,180.00,69.00,4,1.00,2
7256,7,1.86,0.86,577.20,18.25,595.45,82.46,2.61,85.06,61.50,4,0.43,7
7258,2,1.00,0.50,233.70,0.00,233.70,116.85,0.00,116.85,61.00,4,1.00,2
7260,8,1.13,0.50,779.50,0.00,779.50,97.44,0.00,97.44,69.40,4,0.63,8
7261,2,4.00,0.50,140.00,0.00,140.00,70.00,0.00,70.00,66.00,4,0.50,2
7262,12,1.42,0.25,889.25,150.00,1039.25,74.10,12.50,86.60,70.11,4,0.42,12
7263,5,1.60,0.80,388.40,20.00,408.40,77.68,4.00,81.68,65.00,4,0.20,5
7265,1,4.00,1.00,102.40,0.00,102.40,102.40,0.00,102.40,56.00,4,1.00,1
7267,1,1.00,1.00,15.90,0.00,15.90,15.90,0.00,15.90,68.00,4,0.00,1
7268,3,1.00,0.67,255.00,0.00,255.00,85.00,0.00,85.00,64.00,4,0.33,3
7270,15,1.20,0.80,1014.45,40.00,1054.45,67.63,2.67,70.30,65.80,4,0.33,15
7275,8,1.25,0.63,688.05,0.00,688.05,86.01,0.00,86.01,63.25,4,0.38,8
7277,28,1.25,0.68,2411.55,146.00,2557.55,86.13,5.21,91.34,59.92,4,0.46,28
7290,13,1.08,0.54,669.80,28.00,697.80,51.52,2.15,53.68,50.33,4,0.31,13
7291,2,1.00,0.50,160.00,0.00,160.00,80.00,0.00,80.00,64.00,4,0.50,2
7292,3,1.00,0.00,473.90,20.00,493.90,157.97,6.67,164.63,71.00,4,0.67,3
7300,18,1.11,0.72,1063.40,120.00,1183.40,59.08,6.67,65.74,63.57,4,0.28,18
7301,13,1.08,0.38,619.40,100.00,719.40,47.65,7.69,55.34,67.63,4,0.31,13
7302,8,1.25,0.50,574.10,0.00,574.10,71.76,0.00,71.76,57.50,4,0.25,8
7303,6,1.17,0.67,512.20,0.00,512.20,85.37,0.00,85.37,74.75,4,0.67,6
7304,15,1.20,0.67,989.25,60.00,1049.25,65.95,4.00,69.95,56.10,4,0.27,15
7305,3,1.67,1.00,186.85,0.00,186.85,62.28,0.00,62.28,75.00,4,0.00,3
7306,10,1.90,0.80,695.70,0.00,695.70,69.57,0.00,69.57,61.00,4,0.50,10
7307,37,1.30,0.65,2630.20,38.90,2669.10,71.09,1.05,72.14,65.45,4,0.38,37
7310,100,1.22,0.54,7324.75,503.50,7828.25,73.25,5.04,78.28,61.82,4,0.45,100
7315,65,1.43,0.49,4275.30,36.00,4311.30,65.77,0.55,66.33,63.97,4,0.35,65
7316,20,1.65,0.60,1267.05,29.00,1296.05,63.35,1.45,64.80,62.08,4,0.30,20
7320,56,1.34,0.54,3512.40,110.00,3622.40,62.72,1.96,64.69,64.40,4,0.27,56
7321,6,1.00,0.67,241.00,30.00,271.00,40.17,5.00,45.17,67.67,4,0.17,6
7322,12,1.25,0.75,754.70,42.00,796.70,62.89,3.50,66.39,65.55,4,0.33,12
7325,26,1.27,0.58,2127.35,25.00,2152.35,81.82,0.96,82.78,65.67,4,0.54,26
7330,16,1.31,0.50,1385.55,239.00,1624.55,86.60,14.94,101.53,67.50,4,0.50,16
7331,4,1.50,0.50,211.00,30.00,241.00,52.75,7.50,60.25,52.33,4,0.25,4
7467,5,1.40,1.00,203.10,0.00,203.10,40.62,0.00,40.62,61.00,4,0.00,5
7470,1,2.00,1.00,60.50,0.00,60.50,60.50,0.00,60.50,,4,0.00,1
7531,1,1.00,0.00,200.00,0.00,200.00,200.00,0.00,200.00,65.00,3,1.00,1
8006,1,1.00,0.00,22.00,0.00,22.00,22.00,0.00,22.00,49.00,4,0.00,1
9726,2,3.50,1.00,139.00,0.00,139.00,69.50,0.00,69.50,,2,0.00,2
