postcode,tax individuals,no pensions,avg pension,avg income,no donations,value donations,avg donation value
3357,1627,27,6206.407407,71839.43147,873,291563,333.978236
3360,244,5,2939.8,55159.85246,112,29857,266.5803571
3361,225,8,6524.75,58272.98222,92,27320,296.9565217
3363,1266,29,8525.103448,58768.72354,609,149263,245.0952381
3364,732,10,6835.7,65215.14344,336,190171,565.985119
3370,497,10,8359.5,54305.62978,235,45487,193.5617021
3371,323,5,6912,53421.94737,169,38050,225.147929
3373,669,23,8865.826087,56136.76084,307,59506,193.8306189
3374,124,3,6296.666667,58635.10484,57,9350,164.0350877
3375,84,0,0,62314.41667,37,7252,196
3377,3322,83,9271.626506,57807.69506,1551,362707,233.8536428
3378,79,0,0,66315.46835,15,4215,281
3379,258,4,4865.75,77575.23643,85,32936,387.4823529
3380,2411,63,8562.47619,58800.93405,1085,331594,305.6165899
3381,375,7,6663.285714,59565.85067,140,44296,316.4
3384,151,4,6282,52901.22517,56,11850,211.6071429
3385,147,5,7118.8,63564.89796,47,20496,436.0851064
3387,139,2,8417,50842.1295,35,5968,170.5142857
3388,266,4,12297.25,73450.47744,83,31423,378.5903614
3390,372,9,10217.33333,63252.73925,124,62722,505.8225806
3391,63,1,6139,81461.25397,19,9571,503.7368421
3392,207,5,6485.2,68129.33816,36,95506,2652.944444
3393,1069,30,7798.033333,65264.92142,299,65920,220.4682274
3395,188,7,7125,73183.32447,46,9772,212.4347826
3396,255,3,4546.333333,65367.25098,82,17051,207.9390244
3400,5927,146,8051.09589,59401.5372,2580,981092,380.2682171
3401,1805,25,8368.64,64576.74294,608,168353,276.8963816
3407,187,3,10235.66667,55699.44385,72,13647,189.5416667
3409,454,5,8143.2,64867.38767,144,54946,381.5694444
3412,117,0,0,62128.89744,41,8985,219.1463415
3413,86,2,9231.5,56958.62791,29,3239,111.6896552
3414,641,17,9795.764706,63228.078,236,38142,161.6186441
3418,1200,23,8932.391304,62557.93917,366,439363,1200.445355
3419,405,3,9994.333333,65535.64938,120,50206,418.3833333
3420,115,1,11703,70495.53043,27,7982,295.6296296
3423,140,2,7726,57376.51429,43,6294,146.372093
3424,300,10,7607.7,66013.56667,87,80330,923.3333333
3427,1003,19,7244.947368,65194.47856,519,108478,209.0134875
3428,293,4,7237.25,74557.62457,157,34180,217.7070064
3429,15979,328,7240.094512,65926.9898,9713,2043162,210.3533409
3430,114,3,9377,85336.49123,60,12352,205.8666667
3431,1791,36,6916.111111,69550.40034,1013,249932,246.7245805
3432,70,1,8674,71263.94286,31,6446,207.9354839
3433,99,1,5048,85521,59,13147,222.8305085
3434,2074,35,7484.171429,70219.46914,1156,319037,275.983564
3435,1135,23,6744.782609,69433.28194,643,881131,1370.343701
3437,4440,69,6775.043478,78294.67568,2438,729627,299.2727646
3438,943,11,9011.454545,78706.29374,502,187344,373.1952191
3440,879,18,6785.166667,86514.73038,488,213401,437.2971311
3441,638,9,5698.222222,108095.4812,323,290708,900.0247678
3442,3081,44,8038.386364,79823.95196,1572,848500,539.7582697
3444,3546,81,9130.82716,69116.80203,1616,531014,328.5977723
3446,358,5,8589,57358.94693,176,47650,270.7386364
3447,169,4,6657.75,60633.44379,100,20677,206.77
3448,333,11,5364.909091,63192.34535,181,86845,479.8066298
3450,2701,75,9044.786667,60127.81785,1598,572668,358.3654568
3451,1527,39,7913.282051,59370.36542,900,301473,334.97
3453,666,7,9883.285714,64471.3979,351,101582,289.4074074
3458,695,15,9345.133333,67658.87194,353,200838,568.9461756
3460,1022,23,9159.043478,65804.70939,480,200889,418.51875
3461,1317,21,7951.619048,61571.89825,649,189760,292.3882897
3462,410,6,11724.33333,53412.4,213,43814,205.6995305
3463,781,35,7800.914286,57326.30474,365,152731,418.4410959
3464,385,6,7404.5,54680.1974,210,33906,161.4571429
3465,2854,83,8132.385542,52193.85599,1393,285185,204.7272075
3467,365,11,7931.090909,56299.6137,142,18319,129.0070423
3468,90,0,0,51511.46667,41,7246,176.7317073
3469,91,6,6951,55787.43956,39,12681,325.1538462
3472,328,16,7962.125,51521.72561,149,27016,181.3154362
3475,96,4,8709.5,49440.48958,31,2518,81.22580645
3477,218,2,2742,59423.5367,70,13210,188.7142857
3478,938,33,8359.969697,55526.75267,414,81974,198.0048309
3480,696,25,8397.32,58391.38075,234,83830,358.2478632
3482,60,0,0,62348.53333,11,3599,327.1818182
3483,383,8,10293.25,55319.84595,121,34345,283.8429752
3485,110,1,12197,51972.1,34,6089,179.0882353
3487,38,1,4525,69788.26316,8,370,46.25
3488,54,2,7578.5,65078.03704,21,2795,133.0952381
3490,458,10,8306.6,58331.18341,184,32354,175.8369565
3491,52,1,5850,57097.30769,9,690,76.66666667
3494,207,1,9933,49790.84058,85,22272,262.0235294
3496,2334,42,9373.214286,55407.83805,985,128320,130.2741117
3498,1740,35,7689.085714,61317.88506,722,147854,204.7839335
3500,10683,250,8287.632,58502.64149,5109,1006563,197.017616
3501,1567,21,8650.428571,60122.95597,625,107264,171.6224
3505,1616,43,7134.093023,55641.51918,756,116062,153.521164
3507,59,2,7652,57188.9661,21,4772,227.2380952
3509,107,2,11053.5,58809.57009,37,9097,245.8648649
3512,132,2,10030,60681.31061,28,9544,340.8571429
3515,669,10,7745.2,59370.56203,304,66253,217.9375
3516,235,4,5509.5,57303.49362,88,16596,188.5909091
3517,407,9,8748.111111,54193.01966,163,24680,151.4110429
3518,354,8,8368.875,57822.88418,156,37265,238.8782051
3521,233,8,5489.125,56023.30901,116,11993,103.387931
3522,104,0,0,62897.71154,47,11275,239.893617
3523,967,18,8392.166667,58855.10031,393,86743,220.7201018
3525,454,15,9219.4,53849.16079,155,55145,355.7741935
3527,251,3,10058.66667,59282.35458,87,20922,240.4827586
3529,53,2,13668,60712.18868,14,7534,538.1428571
3530,50,0,0,65337.5,15,5435,362.3333333
3531,74,0,0,58962.62162,21,18476,879.8095238
3533,300,11,11344.09091,58805.40667,78,32362,414.8974359
3537,408,9,10865.33333,57478.46814,152,57416,377.7368421
3540,133,4,12985.75,67731.09774,39,22862,586.2051282
3542,66,0,0,51767.21212,13,4326,332.7692308
3544,91,3,10773,59156.92308,14,4018,287
3546,191,2,6438,59708.03141,37,8211,221.9189189
3549,1344,23,8538.913043,56777.41667,275,89990,327.2363636
3550,15656,409,8026.259169,63673.6531,7582,4409650,581.5945661
3551,11902,209,7352.401914,65578.02957,5763,1386839,240.6453236
3555,7209,197,8007.406091,55510.08365,3628,681519,187.8497795
3556,4413,137,8201.49635,53475.66417,2082,390181,187.4068204
3557,277,6,10716.5,59791.53791,115,15571,135.4
3558,302,10,11530.3,60410.77815,108,21244,196.7037037
3559,168,2,7482,60190.30357,53,12344,232.9056604
3561,1674,35,10571.74286,61309.73477,580,106897,184.3051724
3562,108,3,9610.666667,59331.72222,36,12689,352.4722222
3563,279,5,8853.4,57812.84229,85,17339,203.9882353
3564,6646,146,9209.047945,60176.65769,2394,566148,236.4862155
3566,202,7,6521.857143,58892.94059,61,16113,264.147541
3567,270,9,10238,54431.86296,60,6018,100.3
3568,1062,32,8677.96875,59515.31638,337,64259,190.6795252
3570,282,7,10097.14286,56160.5,110,23832,216.6545455
3571,107,4,12098.25,54590.28972,32,7630,238.4375
3572,95,1,6488,66532.94737,34,22175,652.2058824
3573,128,6,10018.33333,56585.625,32,7737,241.78125
3575,289,9,8900.555556,53214.46713,83,14771,177.9638554
3579,1871,59,8982.644068,54202.04009,525,245382,467.3942857
3580,341,9,8558.222222,50013.18475,105,12527,119.3047619
3581,65,0,0,54718.76923,14,2672,190.8571429
3583,55,4,6970.25,54238.61818,11,3983,362.0909091
3584,379,8,8860.625,55311.34565,122,25884,212.1639344
3585,4922,90,8675.333333,61118.32304,1330,409330,307.7669173
3586,161,2,12334.5,53799.46584,38,6801,178.9736842
3588,131,3,11749.66667,48941.82443,33,5633,170.6969697
3589,121,1,160,70957.7438,21,3990,190
3590,128,1,1250,56957.4375,30,10611,353.7
3591,86,0,0,57128.16279,29,8296,286.0689655
3594,204,6,5027.333333,51014.42157,48,7256,151.1666667
3595,198,3,7665.666667,49905.37879,45,10305,229
3596,54,0,0,84056.53704,12,2629,219.0833333
3597,184,2,7444,59238.38587,32,6051,189.09375
3599,51,1,1464,60391.78431,14,1403,100.2142857
3608,870,24,7701.125,59014.60805,450,79377,176.3933333
3610,516,11,8547.272727,53747.32752,246,41981,170.6544715
3612,518,8,10023,55208.32046,246,40658,165.2764228
3614,399,6,9375.333333,64249.70426,188,27055,143.9095745
3616,2052,35,7785.8,61638.32407,1128,285195,252.8324468
3617,58,1,15657,54911.75862,38,9561,251.6052632
3618,251,1,360,52860.0757,109,14928,136.9541284
3620,2872,54,9431.444444,58012.84889,1232,410411,333.1258117
3621,825,24,8592.458333,53801.01939,366,61006,166.6830601
3622,132,1,5600,63314.16667,44,14614,332.1363636
3623,341,10,7269.3,54615.56891,128,33866,264.578125
3624,185,4,6222.75,50025.65405,68,11706,172.1470588
3629,3389,108,8387.046296,55267.8265,1689,333137,197.2391948
3630,11719,283,8583.925795,58786.7877,5543,3601867,649.8046184
3631,4432,66,8182.666667,66108.97428,2078,465656,224.0885467
3633,293,3,8558.333333,58034.36177,123,41514,337.5121951
3634,796,14,9124.857143,56487.89698,351,169224,482.1196581
3635,191,2,2144.5,52090.47644,80,8442,105.525
3636,1948,61,6725.655738,55836.16016,848,287825,339.4162736
3637,183,1,3140,51862.95082,64,14203,221.921875
3638,727,22,7699.090909,59599.41541,300,55798,185.9933333
3639,208,1,7813,51178.15385,74,10720,144.8648649
3640,357,8,5370.25,57938.19048,117,11413,97.54700855
3641,444,7,8144.428571,55526.60135,184,25544,138.826087
3644,3281,86,7604.837209,58475.87717,1275,262909,206.2031373
3646,216,4,9084.75,59111.3287,77,19398,251.9220779
3649,149,8,9616.125,56725.08725,48,7694,160.2916667
3658,2273,43,8438.069767,61639.22481,1371,734033,535.3997082
3659,252,5,12170.6,84868.03571,130,27399,210.7615385
3660,2664,66,7103.075758,58148.76276,1467,286683,195.4212679
3662,426,1,3395,71741.24178,257,53304,207.4085603
3663,63,3,12376.66667,54745.85714,35,17608,503.0857143
3664,397,8,6883.625,61792.63224,200,173439,867.195
3665,123,0,0,59713.62602,44,12930,293.8636364
3666,1635,59,6333.966102,58638.11988,721,254566,353.073509
3669,436,20,7654.5,60928.99083,186,88391,475.2204301
3670,218,8,5506.75,57825.38073,70,65528,936.1142857
3672,3676,103,8571.854369,57479.64173,1542,517262,335.4487678
3673,648,11,7671.181818,60041.96914,268,89748,334.880597
3675,726,21,9623.333333,58731.17493,340,63816,187.6941176
3677,6990,199,7955.809045,58183.39714,3644,820958,225.2903403
3678,2579,51,6798.27451,63842.14347,1112,421621,379.1555755
3682,236,4,3517.5,61379.86864,91,20044,220.2637363
3683,703,15,7244,57903.67283,318,50888,160.0251572
3685,1158,26,7967.769231,61039.36615,545,124396,228.2495413
3687,451,18,8985.944444,63751.46341,274,35059,127.9525547
3688,582,6,9270.333333,62533.95361,240,62498,260.4083333
3690,13574,368,7217.798913,60538.91432,6237,1246066,199.7861151
3691,3834,59,7148.762712,65780.74648,1580,402089,254.4867089
3694,191,0,0,50447.80105,78,11382,145.9230769
3695,192,3,443.6666667,61977.27083,74,24431,330.1486486
3697,203,6,9552.666667,59446.40394,88,27737,315.1931818
3698,320,5,5816.4,61698.54375,114,47589,417.4473684
3699,398,13,7643.461538,53111.30151,155,99582,642.4645161
3700,569,12,8740.666667,55931.15817,209,34945,167.2009569
3701,392,3,7621.333333,60510.09184,116,18076,155.8275862
3705,116,3,5528.666667,56236.58621,32,5942,185.6875
3707,671,15,9171.333333,56445.52906,193,88856,460.3937824
3709,113,1,3249,54994.10619,24,14871,619.625
3711,168,3,9838.666667,58375.39286,57,18659,327.3508772
3712,133,3,6217,58247.10526,34,7415,218.0882353
3713,276,3,32128.66667,50541.11594,90,15905,176.7222222
3714,1275,36,8146.666667,59826.13569,393,150381,382.648855
3715,88,4,7069.5,57540.75,29,8596,296.4137931
3717,983,19,9480.210526,61393.81994,360,158300,439.7222222
3718,27,1,11493,60120.22222,10,4905,490.5
3719,124,4,6764,61463.93548,30,11344,378.1333333
3720,196,14,7109,54836.7449,65,12878,198.1230769
3722,1896,57,7616.894737,59079.0443,583,280360,480.8919383
3723,823,19,7199.842105,57596.43378,260,213575,821.4423077
3725,219,3,6616,63515.69406,80,21866,273.325
3726,134,2,8581.5,55934.24627,57,12891,226.1578947
3727,117,1,10481,50125.82906,39,8623,221.1025641
3728,217,1,16188,53550.94931,66,7887,119.5
3730,3035,106,8825.764151,61811.3486,1135,401079,353.3735683
3732,217,3,8064.666667,55980.43779,88,15755,179.0340909
3733,81,4,9509.5,52967.48148,32,8657,270.53125
3735,272,6,10574.5,55870.65441,106,34295,323.5377358
3737,1636,31,9117.967742,58117.46271,625,133271,213.2336
3738,64,1,2898,53374.95313,21,5765,274.5238095
3739,79,1,11108,59638.05063,29,25801,889.6896552
3740,388,8,6152.875,56242.36598,113,17763,157.1946903
3741,1153,35,8249.342857,58833.29922,395,123462,312.5620253
3744,141,4,11443,56809.60993,46,34061,740.4565217
3746,146,1,9471,56618.91781,66,15110,228.9393939
3747,1746,43,9660.069767,62245.84364,858,219269,255.5582751
3749,795,12,8274.166667,67701.92704,316,109943,347.9208861
3750,2217,16,7502.375,59820.20704,1058,214044,202.3100189
3751,103,1,468,80258.1165,35,5836,166.7428571
3752,10029,118,7190.381356,61992.67554,5074,1118089,220.3565235
3753,745,8,7793.25,63626.32081,355,79988,225.3183099
3754,13183,168,7882.803571,65369.35781,6442,1522184,236.290593
3755,118,4,12846.25,61303.9322,49,10681,217.9795918
3756,4651,50,7285.16,63016.02989,2552,493711,193.4604232
3757,3480,61,6637.459016,65573.66063,1504,349365,232.2905585
3758,988,8,8910.75,62081.40688,526,101174,192.3460076
3759,488,7,7782.571429,76641.77254,183,66410,362.8961749
3760,191,2,11812,69501.72775,78,32286,413.9230769
3761,484,5,9103,71659.85124,199,87063,437.5025126
3762,63,0,0,68842.7619,22,4467,203.0454545
3763,672,17,9402.882353,60499.83929,263,86675,329.5627376
3764,3224,57,8668.508772,64711.38958,1778,606851,341.3110236
3765,3059,57,6512.245614,69039.86891,1352,465697,344.4504438
3766,572,8,9375.875,70061.72727,268,84714,316.0970149
3767,465,18,9293.222222,68375.26237,191,82374,431.2774869
3770,1402,22,7297.727273,80406.26462,652,458543,703.2868098
3775,1615,36,7798.444444,71526.89721,652,367709,563.9708589
3777,4123,77,8147.285714,60643.54742,1515,511390,337.5511551
3778,76,1,9415,46863.21053,19,4455,234.4736842
3779,122,5,10597,48782.19672,48,35960,749.1666667
3781,1808,21,7917.857143,62860.81361,702,412083,587.0128205
3782,3488,37,7949.918919,69117.40998,1445,847285,586.3564014
3783,903,16,5416.8125,64998.03987,352,111887,317.8607955
3786,670,10,8179,77914.26418,291,256963,883.0343643
3787,475,11,9030.727273,72429.85895,219,81006,369.890411
3788,801,13,9253.846154,77140.46192,362,212787,587.8093923
3789,111,3,4290,75932.56757,61,30424,498.7540984
3791,671,14,5826.928571,69309.64531,288,135695,471.1631944
3792,494,10,8453.6,71535.53239,209,112309,537.3636364
3793,1457,32,5987.84375,60327.21002,603,208273,345.3946932
3795,617,8,8929.125,64948.28687,246,117986,479.6178862
3796,4130,69,7198,61560.62155,1872,495670,264.7809829
3797,1228,32,9461.6875,59079.10016,533,142306,266.9906191
3799,1993,54,7591.12963,54140.84897,858,367692,428.5454545
3800,35,1,5126,81120.37143,13,8317,639.7692308
3802,10082,154,8044.376623,58802.26037,4607,1575703,342.0236596
3803,4110,66,7598.5,55626.82774,1900,585660,308.2421053
3804,3639,35,6551.485714,79580.86342,1498,466853,311.6508678
3805,22648,274,7632.554745,60068.52852,10633,2775242,261.0027274
3806,20410,335,7601.59403,71929.14782,9557,3248602,339.9185937
3807,3266,29,6058.482759,74103.82333,1477,462227,312.9498984
3808,1474,14,9129.357143,83086.69878,609,249541,409.7553366
3809,1999,30,6796.533333,65644.5928,943,191705,203.2926829
3810,17493,321,7521.214953,59329.6119,8277,1770385,213.8921107
3812,1059,11,8910.909091,66399.53919,448,139298,310.9330357
3813,363,5,6109.4,61074.57851,137,36978,269.9124088
3814,893,14,6195.285714,60510.76036,375,76324,203.5306667
3815,1100,22,7432.136364,65372.80182,441,85506,193.8911565
3816,999,16,9762.1875,59586.04304,370,65087,175.9108108
3818,4822,106,7921.226415,60218.29428,2156,976950,453.1307978
3820,6225,136,7283.205882,65664.66908,3008,1070035,355.7297207
3821,1032,14,9216,68089.66279,430,177089,411.8348837
3822,390,5,10969.6,65126.84103,156,36390,233.2692308
3823,709,12,6158,69317.43724,295,101519,344.1322034
3824,1900,37,7589.783784,69822.12263,949,225446,237.5616438
3825,6990,158,8248.512658,66512.37868,4247,965486,227.3336473
3831,617,17,7973.529412,66193.65316,248,67222,271.0564516
3832,83,2,9585.5,58188.18072,27,8157,302.1111111
3833,90,2,4763.5,51400.01111,29,8167,281.6206897
3835,244,3,8840.333333,68360.35656,103,13325,129.368932
3840,5572,144,8844.777778,65604.69885,3268,669061,204.7310282
3842,1639,39,8267.487179,65323.6687,1068,261836,245.164794
3844,12067,226,8249.292035,73060.30198,6551,1640438,250.410319
3847,778,11,9395.818182,62019.64396,358,57824,161.5195531
3850,5792,152,7886.256579,72845.03902,3030,1481801,489.0432343
3851,1502,30,7135.2,73982.61119,675,130084,192.717037
3854,655,3,12667,81520.66107,367,71990,196.1580381
3856,411,4,8592,76097.50365,211,36805,174.4312796
3857,139,1,10754,64967.19424,66,9868,149.5151515
3858,1112,17,8727.058824,62766.16637,592,100380,169.5608108
3859,295,5,8081.2,67813.65763,113,31227,276.3451327
3860,2762,55,7158.509091,66311.28747,1436,340593,237.1817549
3862,1162,25,9085.72,66468.20224,546,144352,264.3809524
3864,63,1,7781,54592.60317,23,7963,346.2173913
3865,207,1,14697,57158.31884,82,21389,260.8414634
3869,743,8,7755.25,74877.80081,452,91843,203.1924779
3870,460,9,9759.555556,65310.2413,238,55586,233.5546218
3871,1023,26,9788.846154,64349.92962,482,131625,273.0809129
3873,144,4,10130.75,66495.57639,70,19422,277.4571429
3874,227,4,4383.25,163686.9868,79,16010,202.6582278
3875,6847,176,7455.801136,57840.08106,2590,690342,266.5413127
3878,348,8,10010.5,64967.01149,160,39755,248.46875
3880,1211,53,6089.132075,61719.89843,513,214128,417.4035088
3882,398,22,6342.681818,58789.90201,167,54943,329
3885,676,19,6755.736842,54058.94379,240,60280,251.1666667
3886,120,1,10263,63863.20833,27,3252,120.4444444
3887,110,4,5053,49615.68182,29,8113,279.7586207
3888,1127,36,7845.055556,60404.26442,328,83023,253.1189024
3889,28,2,3185,45021.64286,6,1646,274.3333333
3890,115,6,9895.666667,60919.38261,28,7894,281.9285714
3891,42,0,0,79637.69048,13,13583,1044.846154
3892,350,16,6980.875,58252.42286,103,33878,328.9126214
3895,62,2,10034.5,54411.54839,20,3473,173.65
3896,146,2,6445.5,58366.95205,53,19861,374.7358491
3898,254,5,10149.6,53567.94094,78,20360,261.025641
3900,58,0,0,54628.13793,13,1752,134.7692308
3902,143,4,6509.25,61215.93706,42,14781,351.9285714
3903,276,6,5752,61590.27174,93,16983,182.6129032
3904,461,20,6259.25,65276.11931,182,93778,515.2637363
3909,2506,84,8782.321429,58512.7482,877,219783,250.6077537
3910,10170,184,8037.755435,62896.10511,4749,1229580,258.9134555
3911,1418,24,7490.333333,65257.97955,602,162428,269.8139535
3912,6748,127,7819.259843,63804.95762,2914,786933,270.0525051
3913,1503,45,7781.955556,67574.52695,621,211409,340.4331723
3915,3163,95,7171.863158,60014.50206,1362,306986,225.3935389
3916,436,9,6932.444444,97720.31881,170,178793,1051.723529
3918,1664,32,6811.6875,62900.82752,681,169668,249.1453744
3919,1199,21,7927.666667,54725.56047,513,88609,172.7270955
3920,343,1,6964,53980.29155,161,21636,134.3850932
3921,20,1,11482,52303.1,7,3343,477.5714286
3922,2457,79,8607.734177,58761.77859,1050,352465,335.6809524
3923,208,7,10577.71429,70073.89904,74,45354,612.8918919
3925,1265,25,9461.4,57964.69723,537,125779,234.2253259
3926,1389,23,7360.73913,78953.44132,535,358015,669.1869159
3927,658,21,7009.619048,73820.68085,299,185084,619.0100334
3928,231,1,5949,154758.4762,72,79588,1105.388889
3929,408,10,11932.6,129303.7451,171,282858,1654.140351
3930,7913,148,7715.587838,100246.3199,3314,5453131,1645.483102
3931,9510,337,8013.267062,70569.07277,4131,2151924,520.9208424
3933,473,3,7112.666667,82477.05708,185,52744,285.1027027
3934,7710,197,7710.573604,78603.71608,3306,1604947,485.4649123
3936,3839,131,8682.908397,67049.23476,1452,542596,373.6887052
3937,811,14,6641.214286,93241.24414,328,262681,800.8567073
3938,1128,33,7346.969697,67721.29699,417,1500515,3598.357314
3939,4929,173,9290.624277,58747.27754,1776,552011,310.8170045
3940,1147,78,8766.589744,58226.63731,422,326133,772.8270142
3941,4302,123,8445.211382,59155.21897,1459,589529,404.0637423
3942,850,30,8167.3,75630.48588,298,173076,580.7919463
3943,633,21,8188.857143,100006.812,219,833930,3807.899543
3944,319,5,7520.6,209603.4044,138,2995441,21706.0942
3945,369,5,10323.6,66878.40379,134,53867,401.9925373
3946,98,2,12193,62963.41837,34,9648,283.7647059
3950,1722,43,9234.860465,59579.26423,718,187569,261.2381616
3951,383,5,5246.4,59863.31593,139,31579,227.1870504
3953,3035,66,8577.393939,62769.3117,1473,431527,292.957909
3954,149,2,6422.5,72115.86577,71,28219,397.4507042
3956,855,21,8499,59095.93801,360,107567,298.7972222
3957,112,6,8000,58497.96429,49,9258,188.9387755
3958,106,0,0,55205.87736,39,5186,132.974359
3959,400,9,8406.555556,62691.97,187,64599,345.4491979
3960,928,26,8151.653846,62589.17672,525,235143,447.8914286
3962,303,8,8745.125,57215.39934,156,21316,136.6410256
3964,58,0,0,60305.37931,32,3351,104.71875
3965,50,4,9782.75,50291.44,19,2360,124.2105263
3966,180,1,971,68404.07222,78,10564,135.4358974
3967,42,1,7280,66277.45238,17,4732,278.3529412
3971,1419,30,9395.433333,60364.02537,492,120989,245.9126016
3975,6144,53,8488.207547,61007.71436,2870,866056,301.7616725
3976,10417,119,8226.310924,54335.50427,4957,1349667,272.2749647
3977,34019,537,7603.119181,59513.68168,15996,3771277,235.7637534
3978,2534,28,7632.464286,63078.29282,1173,253551,216.1560102
3979,152,4,7605.25,50732.80921,56,16483,294.3392857
3980,1378,20,6246.95,61089.85559,650,95168,146.4123077
3981,1709,23,9734.782609,61156.34991,720,163335,226.8541667
3984,1545,37,8328.162162,58538.95728,663,130073,196.188537
3987,578,10,9567.4,59435.0917,232,32389,139.6077586
3988,413,8,5610.625,61745.46489,133,41270,310.3007519
3990,51,3,10696.66667,67934.66667,18,3145,174.7222222
3991,127,1,8364,48335.85039,61,9724,159.4098361
3992,245,2,10004.5,54032.40408,126,16307,129.4206349
3995,3276,84,8644.845238,65205.40415,1834,395845,215.8369684
3996,1808,52,8428.480769,68910.31803,953,365527,383.5540399
6000,7224,48,11176.95833,105815.7835,1799,1099868,611.3774319
6003,2639,9,12010.77778,79870.44979,768,325106,423.3151042
6004,5293,21,8315.142857,103929.7164,1800,1135272,630.7066667
6005,3529,31,9638.16129,109207.1043,1178,965455,819.5713073
6006,4640,55,8647.145455,96379.59526,1928,1371027,711.1135892
6007,4067,29,8177.241379,109583.7792,1678,1113388,663.5208582
6008,7799,92,7248.467391,130368.7124,3177,3862570,1215.791627
6009,8726,100,9141.54,183835.5945,3502,6053161,1728.486865
6010,8363,149,8221.637584,147816.1149,3399,7477125,2199.801412
6011,5153,65,7796.415385,205436.6367,1989,16793639,8443.257416
6012,4518,47,8249.723404,164599.4354,1662,6956769,4185.781588
6014,10552,184,7788.891304,117028.3203,4398,3468295,788.6073215
6015,3635,60,8138.1,167805.1519,1503,2136411,1421.431138
6016,5153,44,8350.75,92293.38308,2202,1027484,466.6139873
6017,2600,24,8021.5,69272.40385,935,310256,331.8245989
6018,19242,345,7989.805797,96745.2969,8263,3677029,444.9992739
6019,12200,202,7902.326733,97520.09115,4949,2055552,415.3469388
6020,11183,182,7766.285714,107646.3299,4888,2836421,580.2825286
6021,10184,136,7588.882353,83738.80862,3933,1359782,345.7365878
6022,2513,61,7572.393443,74142.17429,1109,401727,362.2425609
6023,7862,153,7323.176471,92532.09134,3501,1684772,481.2259354
6024,6801,145,7957.896552,74420.13895,3008,1014041,337.1146941
6025,15987,310,7109.293548,89872.84594,6556,4244092,647.3599756
6026,11594,235,7234.493617,81429.49155,4913,1933758,393.6002442
6027,22063,351,7226.193732,79867.5046,8666,2980982,343.985922
6028,11535,135,7605.933333,87257.42037,4360,1521935,349.0676606
6029,1566,23,8632.565217,124448.0856,644,373162,579.4440994
6030,17773,338,7740.319527,76295.93777,6398,2167327,338.7507033
6031,6913,91,7167.505495,74567.28917,2492,778443,312.3768058
6032,157,0,0,88954.76433,45,19045,423.2222222
6033,267,3,4045.333333,90120,64,81286,1270.09375
6034,239,2,13875.5,75496.12971,70,35373,505.3285714
6035,2902,54,9257.888889,77876.28325,995,277012,278.4040201
6036,6145,73,7255.917808,76988.98796,2280,775223,340.0100877
6037,1068,19,9352.842105,77680.78933,392,116965,298.380102
6038,1443,11,6807,77555.35967,509,116099,228.0923379
6041,550,18,8700.944444,84415.09636,195,54215,278.025641
6042,44,2,3221,70985.52273,15,2532,168.8
6043,89,0,0,93846.30337,27,16783,621.5925926
6044,504,13,8374.230769,80149.82341,121,26647,220.2231405
6050,8270,128,7635.054688,118407.4611,3370,3301678,979.7264095
6051,7184,67,7928.134328,80373.36943,2617,1232594,470.9950325
6052,5789,70,7735.385714,87241.65814,2369,1190189,502.4014352
6053,7216,123,8090.373984,82453.50305,3016,1219889,404.4724801
6054,9513,188,8006.12766,72801.00809,3639,1327542,364.8095631
6055,7974,105,7772.095238,82819.28668,2984,1092688,366.1823056
6056,18324,381,7871.186352,73457.47883,6638,2449264,368.9761976
6057,8484,154,7230.642857,76377.75931,3196,977586,305.8779725
6058,6225,134,7873.059701,71617.91149,2283,710158,311.0635129
6059,11155,245,7782.673469,82740.36029,4354,2073272,476.1763895
6060,12310,185,7337.821622,78218.78351,4963,2165527,436.3342736
6061,15658,273,8087.201465,61825.31958,5604,1595978,284.7926481
6062,15861,353,8136.104816,70413.44518,6030,2018656,334.7688226
6063,6693,113,7309.044248,64573.6081,2413,634925,263.1268131
6064,13076,280,7758.167857,61888.99633,5036,1327628,263.6274821
6065,29152,436,7555.337156,76948.67783,10840,3704656,341.7579336
6066,8996,135,7360.140741,66625.92441,3545,999163,281.8513399
6067,40,1,1524,93277.05,14,9465,676.0714286
6068,42,1,292,81188.09524,13,6135,471.9230769
6069,15401,244,6893.864754,80059.11701,5613,3164724,563.8204169
6070,1719,31,6934.354839,95683.67423,753,546978,726.3984064
6071,1682,29,7177.862069,88177.1302,664,580357,874.0316265
6072,446,8,8705.625,81522.49103,169,54442,322.1420118
6073,1532,36,6415.388889,85645.5124,610,301989,495.0639344
6074,472,5,7049.2,80201.88559,156,80809,518.0064103
6076,10414,271,7300.306273,88669.27041,4001,2350060,587.368158
6077,389,9,6627.666667,95714.61954,140,100145,715.3214286
6078,298,3,8441.333333,105594.755,86,31629,367.7790698
6081,2269,35,6634.228571,84462.03129,789,317545,402.4651458
6082,1498,24,5400.25,82799.55541,521,197877,379.8023033
6083,1701,27,8929.740741,90955.80188,571,278718,488.1225919
6084,3468,39,6305.538462,82594.33852,1077,303935,282.2051996
6090,165,1,7321,93451.63636,28,11775,420.5357143
6100,8052,56,8294.232143,86102.01478,3030,1569042,517.8356436
6101,8445,96,6995.145833,81374.48774,3386,1374877,406.0475487
6102,5376,114,8297.596491,65757.47768,1986,699147,352.0377644
